# N=96 seed=1 sum=5.153315261192
-0.460539683739 -0.460539109935 0.039460316261
-0.372837449959 -0.451269489866 0.048730429662
-0.274425013908 -0.450313340534 0.049686651127
-0.174193416642 -0.449451167898 0.050548654190
-0.071114633571 -0.447450366898 0.052549545232
0.035817939634 -0.445600955888 0.054399019664
0.145268083886 -0.444946763905 0.055053079649
0.255242332066 -0.445078737174 0.054921247717
0.363160720895 -0.446985874299 0.053013991291
0.457780507887 -0.457779959303 0.042219492113
-0.437888802293 -0.361523419339 0.062111190816
-0.325440357839 -0.364238353672 0.050370023298
-0.225900322710 -0.364185061782 0.049170026096
-0.126341338424 -0.360499038230 0.050457169597
-0.021158018506 -0.352140817251 0.055057713936
0.089312995136 -0.349667338897 0.055440987188
0.200503291819 -0.348888791371 0.055752035132
0.312860579671 -0.349585757635 0.056607414383
0.434713126983 -0.352775430684 0.065286873017
-0.449651765367 -0.249678596904 0.050348234630
-0.370015059400 -0.287933522942 0.038000190956
-0.274399215842 -0.266355540795 0.060020209232
-0.179904502722 -0.290666192012 0.037551595594
-0.086815372066 -0.255113546082 0.062095666681
0.031523131323 -0.254090858926 0.056247255682
0.143916080349 -0.252336797417 0.056159379900
0.256430571329 -0.251724548139 0.056356776850
0.368094755323 -0.252249193452 0.055308639639
0.461700988303 -0.252764495006 0.038299011696
-0.448922967707 -0.148253657514 0.051077032293
-0.362336926299 -0.200314136540 0.049954824282
-0.185157722513 -0.204993367087 0.048281939383
-0.112966669612 -0.159455381436 0.037071773226
-0.022927366776 -0.159416104647 0.052967538177
0.086286962118 -0.155754887319 0.056308141405
0.199439933656 -0.153895977637 0.056860098457
0.313790622637 -0.153380343504 0.057491753075
0.435641172463 -0.153466959943 0.064358827536
-0.447857872794 -0.045037869899 0.052142127206
-0.358821048455 -0.098636937754 0.051782923496
-0.271520062114 -0.154401154939 0.051808148196
-0.181950768521 -0.107436351186 0.049327162771
-0.085298120656 -0.073686871648 0.053048428600
0.024929912438 -0.059148855383 0.058134183335
0.140675883744 -0.055593806826 0.057666370393
0.255536406994 -0.054584556572 0.057198586784
0.368225214358 -0.054375098015 0.055490415244
0.461857814791 -0.054373191237 0.038142185209
-0.447159864705 0.059944064484 0.052840135295
-0.355972936536 0.006142890242 0.053035368099
-0.266312064433 -0.049979764043 0.052741870995
-0.168294620083 -0.003080547722 0.055917739077
-0.050838770696 0.045792702069 0.071300463632
0.080135932737 0.044928103207 0.059677093494
0.197696702491 0.044907888590 0.057883677998
0.313427580244 0.044835545127 0.057847222365
0.435637375609 0.044723468612 0.064362624391
-0.447345923033 0.165440083481 0.052654076967
-0.354594272619 0.113043713530 0.053874080054
-0.261061506218 0.057527955842 0.054893297682
-0.162084414727 0.109623853884 0.056956812881
-0.073990296929 0.158557268276 0.043815468202
0.026188156987 0.148262124321 0.056890602210
0.140709988673 0.145428996406 0.057666268148
0.255660262295 0.144431839702 0.057288330400
0.368408580471 0.143911624502 0.055461187893
0.461934786023 0.143720009006 0.038065213948
-0.448618491448 0.269469921688 0.051381508552
-0.356828661404 0.219854246297 0.052959701638
-0.259107871603 0.169415189543 0.057010527024
-0.153596369153 0.239144649872 0.069460318577
-0.028146182512 0.247525495004 0.056269502442
0.085121511779 0.245735271552 0.057012338425
0.199423992394 0.244271905509 0.057299509232
0.314339231804 0.243229636058 0.057620456720
0.435978606823 0.242453688080 0.064021393177
-0.450331947585 0.370507046095 0.049668052414
-0.362045004532 0.323184637920 0.050501776523
-0.269109039700 0.278560920849 0.052592208192
-0.195422681977 0.354402391292 0.053150787807
-0.085074466166 0.346043884240 0.057513539656
0.029297213117 0.344989789904 0.056862996998
0.143252544007 0.343929241002 0.057097268894
0.257460113240 0.342875345039 0.057115162859
0.369686731964 0.341450786066 0.055120496887
0.462401570233 0.340580083508 0.037598429758
-0.285556078968 0.367589282530 0.037942150194
-0.359133145188 0.436876267273 0.063123526117
-0.244293533004 0.447768515920 0.052231480740
-0.137396752918 0.445306326470 0.054693651804
-0.026337960577 0.443622024572 0.056377911745
0.086958273964 0.443080364090 0.056919617606
0.201254258558 0.442622570408 0.057377283793
0.316870313944 0.441757983440 0.058242004276
0.437518934204 0.437518870715 0.062481065796
-0.459836220680 0.459836190059 0.040163779320
