# N=84 seed=1 sum=4.816500878305
0.294803044191 -0.440055434978 0.059944565007
0.427055089967 -0.427055089967 0.072944910033
0.341113147147 -0.344581476302 0.046168122363
0.436671947570 -0.291121884490 0.063328052425
0.437076050639 -0.164870529419 0.062923949361
0.440691929046 -0.042692003420 0.059308070954
0.441535863932 0.075077179819 0.058464136068
0.441214620867 0.192326254944 0.058785379133
0.440076589119 0.311029589819 0.059923410881
0.235744536233 0.306678167394 0.059373316765
0.175136473752 -0.440277788005 0.059722211995
0.234551032682 -0.335434567480 0.060785840446
0.242925523147 -0.134160178600 0.043566022016
0.315019901826 -0.227166913231 0.074110874312
0.337207081568 -0.097256339754 0.057680733882
0.241843137319 0.074566316629 0.056798603562
0.340576105768 0.133106055080 0.057984235036
0.435433186318 0.435433186318 0.064566813682
0.335038036342 0.460973813155 0.039026186845
0.116044165028 -0.338730846097 0.057766861363
0.061288937784 -0.255497168824 0.041862350901
0.168762296680 -0.221355924095 0.070903545823
0.151509851425 -0.096229757338 0.055406407923
0.340876285102 0.017744042387 0.057378168195
0.243335846171 -0.036408633079 0.054186384689
0.239125904064 0.189343161745 0.058010401011
0.338854956302 0.249572194584 0.058494621443
0.232775025867 0.433008294194 0.066991705806
0.128149405637 0.459149717578 0.040850282422
0.055218498608 -0.439803298131 0.060196701869
-0.032629601266 -0.223746486267 0.057277942698
0.059197859207 -0.157994407170 0.055662831172
0.051538632795 -0.046216501964 0.056377178830
0.145822394109 0.015150049938 0.056118515926
0.045413629525 0.066782630909 0.056787832083
0.136397719233 0.243740824751 0.058231526447
0.336400981349 0.364999018338 0.056958285125
0.019591606119 0.427878125087 0.072121874913
-0.068823016621 -0.436099914851 0.063900085149
-0.000125465425 -0.334834843900 0.058468081201
-0.145852020088 -0.058065247442 0.057720485136
-0.042931025405 -0.109565728670 0.057366571964
-0.049783542071 0.004544410191 0.056949134630
-0.151036130555 0.056303723352 0.056765917905
0.039411864265 0.180800194332 0.057387585388
0.141334815579 0.128397299867 0.057217612370
0.031813648309 0.297133086457 0.059193179218
0.130951833193 0.360092020374 0.058247048396
-0.132282250576 -0.311773179924 0.075685771555
-0.244001838029 -0.119353928782 0.057993339545
-0.242690499929 -0.235720962263 0.058381082426
-0.140103786638 -0.175979090191 0.060333386040
-0.247250218419 -0.004405919322 0.057000559658
-0.055836524566 0.118021187580 0.056688964630
-0.073271970379 0.341340803754 0.054812564162
-0.162247726619 0.371262950927 0.039059796467
-0.105660318841 0.445619672516 0.054380327484
-0.196905283493 -0.435817506938 0.064182493062
-0.250630899806 -0.339716289726 0.045916942888
-0.343326075009 -0.293498966178 0.057661223256
-0.343400166134 -0.178279279748 0.057558486995
-0.251139601111 0.108791387953 0.056263546184
-0.156357209121 0.168933816245 0.055989799033
-0.062667648976 0.230769490108 0.056266088305
-0.161743336391 0.278497915472 0.053706610235
-0.261389435550 0.341825408863 0.064359966308
-0.318991347924 0.445637709925 0.054362290075
-0.335243862241 -0.425456454490 0.074543545510
-0.443024025280 -0.350085235465 0.056975974720
-0.442968410670 -0.121560232927 0.057031589330
-0.346803372070 0.049573904833 0.056245419598
-0.444504596889 0.103800117396 0.055495403111
-0.255720216835 0.221280195020 0.056318485046
-0.354095305481 0.269483332429 0.053231505927
-0.212334679820 0.447685956408 0.052314043592
-0.363918131989 0.362412269371 0.040215137896
-0.453276570789 -0.453276570789 0.046723429211
-0.442740992312 -0.235850603684 0.057259007688
-0.443580587962 -0.008110883213 0.056419412038
-0.344668315355 -0.063689601515 0.057038208245
-0.445792739825 0.213495217652 0.054207260175
-0.349677344674 0.161062044228 0.055279756681
-0.447105671380 0.320588758695 0.052894328620
-0.436499421760 0.436499421760 0.063500578240
