# N=84 seed=1 sum=4.816493273962
0.294804385563 -0.440057308015 0.059942691985
0.427055625544 -0.427055632612 0.072944367387
0.341112147945 -0.344584181571 0.046168225125
0.436670763748 -0.291121699265 0.063329199814
0.437074816554 -0.164867962654 0.062925183340
0.440691999126 -0.042688234603 0.059308000874
0.441536230301 0.075080643233 0.058463769699
0.441215015323 0.192328956455 0.058784983525
0.440077038657 0.311031429907 0.059922944578
0.235745791025 0.306680140753 0.059372982648
0.175139823974 -0.440279791409 0.059720194662
0.234553125732 -0.335443019088 0.060781627965
0.242927960049 -0.134148436051 0.043561349652
0.315011124263 -0.227165295028 0.074116679806
0.337207108730 -0.097250909878 0.057680060709
0.241845077943 0.074570022639 0.056797995180
0.340577171344 0.133109215894 0.057983812143
0.435433867615 0.435433877134 0.064566122866
0.335039194271 0.460974420342 0.039025579658
0.116049803973 -0.338733561498 0.057767112196
0.061295295812 -0.255497654861 0.041863567405
0.168776325843 -0.221355594682 0.070909403662
0.151514780603 -0.096225173142 0.055406008457
0.340877334214 0.017748195953 0.057377598301
0.243338137559 -0.036402938006 0.054185009020
0.239127537131 0.189345866117 0.058010015316
0.338855926761 0.249574546288 0.058494236719
0.232776282216 0.433009113675 0.066990886325
0.128150702627 0.459150382984 0.040849617014
0.055222568112 -0.439804264690 0.060195735310
-0.032625179902 -0.223746596334 0.057278497595
0.059203801423 -0.157992907840 0.055663608501
0.051542471114 -0.046214178247 0.056377367805
0.145825331874 0.015153639091 0.056118023219
0.045416212918 0.066785011674 0.056787768001
0.136399575275 0.243743069041 0.058231206203
0.336402103351 0.365000610334 0.056957907092
0.019592973596 0.427878790691 0.072121209309
-0.068819712147 -0.436100468190 0.063899531793
-0.000121037986 -0.334836098245 0.058468626242
-0.145850038959 -0.058064422343 0.057720765770
-0.042927113067 -0.109564841789 0.057367055732
-0.049780878240 0.004545760201 0.056949188011
-0.151034297133 0.056304797281 0.056765892537
0.039413750446 0.180802223906 0.057387335419
0.141336954622 0.128400120554 0.057217368845
0.031815199888 0.297134640952 0.059192976925
0.130953525495 0.360093649423 0.058246761729
-0.132279044943 -0.311773745747 0.075686358727
-0.244000229507 -0.119353625400 0.057993592626
-0.242688505180 -0.235721338332 0.058381513105
-0.140101311877 -0.175978815912 0.060333679610
-0.247249093727 -0.004405394118 0.057000541979
-0.055834522298 0.118022741499 0.056689150110
-0.073270249052 0.341342143041 0.054812504855
-0.162246780334 0.371264265720 0.039060033790
-0.105658946711 0.445620240456 0.054379753737
-0.196902844440 -0.435817917719 0.064182082280
-0.250629376059 -0.339717351670 0.045917231953
-0.343325032368 -0.293499579930 0.057661525291
-0.343399225081 -0.178279355391 0.057558723135
-0.251138337624 0.108792095514 0.056263741345
-0.156355688424 0.168934781515 0.055989730622
-0.062666150786 0.230771033667 0.056265922970
-0.161742068297 0.278498897317 0.053706707606
-0.261388866003 0.341826497475 0.064360118183
-0.318991135327 0.445638222450 0.054361777550
-0.335242737965 -0.425456909739 0.074543090261
-0.443023932760 -0.350085800635 0.056976028801
-0.442968057043 -0.121560295446 0.057031857353
-0.346802653945 0.049574474314 0.056245670279
-0.444504496339 0.103800762870 0.055495490910
-0.255719324836 0.221281114761 0.056318517004
-0.354095119090 0.269484280922 0.053231598388
-0.212334185599 0.447686570496 0.052313429504
-0.363918266948 0.362413406021 0.040215266311
-0.453276468342 -0.453276880275 0.046723119716
-0.442740690315 -0.235851024810 0.057259098170
-0.443580378664 -0.008110501566 0.056419588954
-0.344667569795 -0.063689362709 0.057038288699
-0.445792738020 0.213495945924 0.054207256330
-0.349677134918 0.161062876245 0.055279781552
-0.447105697241 0.320589454788 0.052894300628
-0.436499850439 0.436499850439 0.063500149561
